American Football,Archery,Basketball,Baseball,Badminton,Bowling,Cycling,Football,Golf,Hockey,Lacrosse,Martial Arts,Ping Pong,Rugby,Tennis,Track and Field,Volleyball,Water Sports,Wrestling,Yard Games
18;81,46;80,34;69,42;5,88;90,90;15,84;74,61;39,27;28,66;46,63;80,59;59,65;97,38;97,24;74,50;70,67;40,75;67,unranked,80;88
